Country,gdp_total_usd_billion_cleaned,GDP_total_Year,GDP_per_capita_nominal_cleaned,GDP_per_capita_ppp_cleaned,GDP_growth_rate_cleaned,Inflation_rate_cleaned,Unemployment_rate_cleaned,Exports_Cleaned_Billion,Imports_Cleaned_Billion,Gov_Debt_Percent_GDP_Cleaned,Gov_Debt_Absolute_Billion_Cleaned,clean_currency,Links,Trade_Balance,Trade_Openness,GDP_Capita_Ratio,Debt_to_Income,Import_Export_Ratio,Is_Eurozone,Is_USD_Pegged,gdp_total_usd_billion_cleaned_log,GDP_per_capita_nominal_cleaned_log,GDP_per_capita_ppp_cleaned_log,Exports_Cleaned_Billion_log,Imports_Cleaned_Billion_log,Gov_Debt_Absolute_Billion_Cleaned_log,cluster,economic_class,scraped_paragraph,summary
Bahamas,15.18,2024,36780.0,38830.0,2.0,3.59,6.0,1.316,9.097,49.15,0.34,Bahamian dollar (BSD),https://en.wikipedia.org/wiki/Economy_of_The_Bahamas,-4.572750000000001,68.59683794466403,0.61993269397237,0.0012657738861704868,1.9412932251235007,0,0,2.7837759116303458,10.512736686478211,10.566974175677647,0.8398415597107488,2.312238350022184,0.29266961396282,1,Developed,"The economy of the Bahamas is dependent upon tourism and offshore banking . It is a stable, developing nation in the Lucayan Archipelago , with a population of 391,232 (2016). Steady growth in tourism receipts and a boom in construction of new hotels, resorts, and residences had led to solid GDP growth for many years. The slowdown in the Economy of the United States and the September 11 attacks held back growth in these sectors from 2001 to 2003.","The Bahamas economy relies heavily on tourism and offshore banking, with steady growth in these sectors driving solid GDP growth. However, economic performance was hindered by external factors such as the slowdown in the US economy and the impact of the September 11 attacks from 2001 to 2003. Despite these challenges, the Bahamas remains a stable developing nation with a population of 391,232 as of 2016."
Tajikistan,14.84,2024,1431.0,6048.0,3.1,3.59,6.0,1.753,5.182,49.15,2.2,Somoni (ISO),https://en.wikipedia.org/wiki/Economy_of_Tajikistan,-3.4290000000000003,46.73180592991914,0.33373301294282776,0.007171712686024864,1.9412932251235007,0,0,2.7625383863862796,7.266827347520591,8.707648248106914,1.0126912261604704,1.8216418437099247,1.1631508098056809,0,Developing (Lower),"The economy of Tajikistan is dependent upon agriculture and services. [ 15 ] Since independence, Tajikistan has gradually followed the path of transition economy , reforming its economic policies. With foreign revenue precariously dependent upon exports of cotton and aluminium , the economy is highly vulnerable to external shocks. Tajikistan's economy also incorporates a massive black market , primarily focused on the drug trade with Afghanistan . Heroin trafficking in Tajikistan is estimated to be equivalent to 30-50% of national GDP as of 2012. [ 16 ]","Tajikistan's economy relies heavily on agriculture and services, with a significant dependence on exports of cotton and aluminum for foreign revenue. The country's economy is vulnerable to external shocks due to this reliance. Additionally, Tajikistan faces challenges from a substantial black market, particularly in the drug trade with Afghanistan, with heroin trafficking estimated to make up a significant portion of the national GDP."
Rwanda,14.77,2024,1040.0,4100.0,4.0775,3.99,15.3,3.509,5.783,63.9,66.02,Rwandan franc (RWF),https://en.wikipedia.org/wiki/Economy_of_Rwanda,-2.2740000000000005,62.911306702775896,0.33373301294282776,0.007171712686024864,1.6480478768880025,0,0,2.758109400974947,6.947937068614969,8.31898612539206,1.5060753994389473,1.9144194819639426,4.2049910823091645,0,Least Developed,"The economy of Rwanda is a frontier developmental state (low income) based on services, agriculture and industry. It has been described as undergoing early industrialisation due newer government policies. It has a mixed economy. [ 13 ] Since the early-2000s, Rwanda has witnessed an economic boom, which improved the living standards of many Rwandans. The President of Rwanda, Paul Kagame , has noted his ambition to make Rwanda the "" Singapore of Africa "". [ 14 ] The industrial sector is growing, contributing 16% of GDP in 2012. [ 15 ]","Rwanda's economy is characterized by a mix of services, agriculture, and industry, with recent government policies driving early industrialization. The country has experienced significant economic growth since the early 2000s, leading to improved living standards for many citizens. President Paul Kagame aims to position Rwanda as the ""Singapore of Africa,"" with the industrial sector contributing 16% to GDP in 2012."
Namibia,14.21,2024,4660.0,12370.0,3.8,3.99,6.0,5.5,7.3,62.5,66.02,Namibian dollar (NAD),https://en.wikipedia.org/wiki/Economy_of_Namibia,-1.7999999999999998,79.94575223049205,0.3767178658043654,0.0050525464834276475,1.3272727272727272,0,0,2.7219531062712017,8.446985296372741,9.423110302862831,1.8718021769015913,2.1162555148025524,4.2049910823091645,0,Developing (Lower),"The economy of Namibia has a modern market sector, which produces most of the country's wealth, and a traditional subsistence sector.  Although the majority of the population engages in subsistence agriculture and herding, Namibia has more than 200,000 skilled workers and a considerable number of well-trained professionals and managerials. [ 11 ]","Namibia's economy features a dual structure with a modern market sector driving most of the country's wealth alongside a traditional subsistence sector. Despite a significant portion of the population engaged in subsistence activities, Namibia boasts over 200,000 skilled workers and a notable presence of well-trained professionals and managers."
Malawi,13.96,2024,580.0,1780.0,3.5,3.59,6.0,1.443,2.388,50.8,66.02,Malawian kwacha (MWK),https://en.wikipedia.org/wiki/Economy_of_Malawi,-0.9449999999999998,32.12459620397893,0.33373301294282776,0.007171712686024864,1.6548856548856548,0,0,2.7053799725463312,6.364750756851911,7.484930283289661,0.8932267922756034,1.2202397767898079,4.2049910823091645,0,Least Developed,"The economy of Malawi is $7.522 billion by gross domestic product as of 2019, and is predominantly agricultural, with about 80% of the population living in rural areas. The landlocked country in south central Africa ranks among the world's least developed countries and poorest countries. [ 13 ] Approximately 50% of the population lives below the national poverty line, with 25% living in extreme poverty. [ 13 ]","Malawi's economy is primarily agricultural, with a GDP of $7.522 billion in 2019. The country, located in south central Africa, is among the world's least developed and poorest nations, with around 50% of the population living below the national poverty line and 25% in extreme poverty."
Somalia,12.99,2024,818.0,1900.0,3.7,3.59,6.0,0.214,1.443,63.9,66.02,Somali shilling (SOS),https://en.wikipedia.org/wiki/Economy_of_Somalia,-1.229,32.12459620397893,0.4305263157894737,0.007171712686024864,1.9412932251235007,0,0,2.63834278867739,6.70808408385307,7.550135342488429,0.19392069263730652,0.8932267922756034,4.2049910823091645,0,Least Developed,"Somalia is classified by the United Nations as a least developed country , with the majority of its population being dependent on agriculture and livestock for their livelihood. [ 9 ] [ 10 ] [ 11 ] The economy of Somalia is $13.89 billion by gross domestic product as of 2025. For 1994, the CIA estimated it at purchasing power parity to be approximately $3.3 billion. [ 12 ] In 2001, it was estimated to be $4.1 billion. [ 13 ] By 2009, the CIA estimated that it had grown to $5.731 billion, with a projected real growth rate of 2.6%. [ 9 ] In 2014, the International Monetary Fund estimated economic activity to have expanded by 3.7% primarily. This expansion was driven by growth in the primary sector and the secondary sector . [ 14 ] According to a 2007 British Chambers of Commerce report, the private sector has experienced growth, particularly in the service sector. Unlike the pre-civil war period, when most services and the industrial sector were government-run, there has been substantial, albeit unmeasured, private investment in commercial activities. The investment has been largely financed by the Somali diaspora , and includes trade and marketing, money transfer services , transportation, communications, fishery equipment, airlines, telecommunications, education, health, construction and hotels. [ 15 ] [ needs update ]","Somalia is a least developed country heavily reliant on agriculture and livestock. The economy has shown growth over the years, with a GDP of $13.89 billion in 2025 compared to $3.3 billion in 1994. The private sector, fueled by investments from the Somali diaspora, has seen growth in various industries such as trade, transportation, telecommunications, and construction."
Equatorial Guinea,12.68,2024,7750.0,20170.0,4.0775,2.7,8.7,6.2,4.297,49.15,4.5,Communauté Financière Africaine franc (XAF),https://en.wikipedia.org/wiki/Economy_of_Equatorial_Guinea,1.9030000000000005,79.94575223049205,0.38423401090728804,0.0024367873078829944,0.8899957933786953,0,0,2.615934912194404,8.955577146281511,9.912001208301334,1.9740810260220096,1.6671406225623895,1.7047480922384253,3,Developing (Upper),"The economy of Equatorial Guinea has traditionally been dependent on commodities such as cocoa and coffee, but is now heavily dependent on petroleum due to the discovery and exploitation of significant oil reserves in the 1980s. [ 11 ] In 2017, it graduated from "" Least Developed Country "" status, one of six Sub-Saharan African nations that managed to do so.","Equatorial Guinea's economy has shifted from traditional reliance on cocoa and coffee to heavy dependence on petroleum following the discovery of oil reserves in the 1980s. In 2017, the country graduated from ""Least Developed Country"" status, joining a small group of Sub-Saharan African nations that achieved this milestone."
Mauritania,11.47,2024,2475.0,7437.0,3.1,3.59,6.0,4.14,4.72,49.15,66.02,Ouguiya (MRU),https://en.wikipedia.org/wiki/Economy_of_Mauritania,-0.5800000000000001,77.24498692240627,0.33373301294282776,0.0066088476536237725,1.1400966183574879,0,0,2.523325759691945,7.814399633804487,8.914357274485015,1.6370530794670737,1.7439688053917064,4.2049910823091645,3,Developing (Lower),"The economy of Mauritania is still largely based on agriculture , mining and livestock , even though most of the nomads and many subsistence farmers were forced into the cities by recurring droughts in the 1970s and 1980s.","Mauritania's economy remains reliant on agriculture, mining, and livestock, despite the migration of nomads and subsistence farmers to urban areas due to droughts in the 1970s and 1980s. This shift has impacted the traditional economic sectors and necessitates policies to support urban populations and diversify the economy."
Kosovo,11.27,2024,7150.0,20380.0,4.0,3.99,10.8,1.08,7.32,38.3975,1.94,Euro (EUR),https://en.wikipedia.org/wiki/Economy_of_Kosovo,-4.572750000000001,74.53416149068323,0.3508341511285574,0.001059967567033665,1.9412932251235007,1,0,2.50715725872282,8.875007486048396,9.922358373286379,0.7323678937132266,2.1186622548331173,1.0784095813505903,0,Developing (Upper),"The economy of Kosovo is a developing mixed economy . Many economic sectors function on the principles of the free market , with a large private sector. Kosovo is an upper-middle income economy according to the World Bank , [ 1 ] and is a member of the World Bank and the International Monetary Fund . Its official currency is the euro .","Kosovo has a developing mixed economy with a significant private sector operating on free market principles. It is classified as an upper-middle income economy by the World Bank and is a member of both the World Bank and the International Monetary Fund, using the euro as its official currency."
Togo,10.02,2024,1051.0,3290.0,4.0775,3.59,6.0,1.002,2.009,49.15,0.39,West African CFA Franc (CFA),https://en.wikipedia.org/wiki/Economy_of_Togo,-1.007,32.12459620397893,0.33373301294282776,0.007171712686024864,1.9412932251235007,0,0,2.3997118037247684,6.9584483932976555,8.098946748943339,0.6941466808930289,1.1016077976479082,0.3293037471426004,0,Least Developed,"The economy of Togo has struggled greatly. The International Monetary Fund (IMF) ranks it as the tenth poorest country in the world, [ 16 ] with development undercut by political instability, lowered commodity prices, and external debts. While industry and services play a role, the economy is dependent on subsistence agriculture , with industrialization and regional banking suffering major setbacks.","Togo's economy faces significant challenges, ranking as one of the poorest countries globally due to political instability, low commodity prices, and high external debts. The country heavily relies on subsistence agriculture, with industrialization and regional banking experiencing setbacks, hindering overall economic development."
Montenegro,8.56,2024,13510.0,33620.0,3.2,3.99,6.0,2.502,3.637,63.9,66.02,Euro (EUR),https://en.wikipedia.org/wiki/Economy_of_Montenegro,-1.1350000000000002,71.71728971962615,0.40184414039262345,0.0019559785841760857,1.453637090327738,1,0,2.25758772706331,9.51125944745996,10.422906150720138,1.25333423386366,1.5340676054093239,4.2049910823091645,3,Developed,"The economy of Montenegro is a developing transition economy . Its small size and independence movement has largely defined its economic trajectory in the 21st century. It seeks to develop a diversified mixed economy through regional trade and investment. Its large agricultural and energy sectors have contributed to overall economic growth, supported by a burgeoning tourism sector . [ 27 ] [ 28 ] Montenegro's public finances remain challenged with high levels of public debt developing a regionally high debt-to-GDP ratio since the 2010s. [ 29 ] [ 30 ]","Montenegro's economy is transitioning towards a diversified mixed economy with a focus on regional trade and investment. The country's growth is supported by its agricultural, energy, and tourism sectors, but it faces challenges with high levels of public debt and a regionally high debt-to-GDP ratio since the 2010s. Policymakers should prioritize fiscal sustainability and debt management strategies to ensure long-term economic stability."
Sierra Leone,8.39,2024,915.0,3550.0,4.0775,3.59,6.0,1.704,2.309,42.8,66.02,Sierra Leonean leone,https://en.wikipedia.org/wiki/Economy_of_Sierra_Leone,-0.6050000000000002,47.83075089392133,0.33373301294282776,0.007171712686024864,1.3550469483568077,0,0,2.2396452932201716,6.82001636467413,8.174984532943087,0.9947321581807177,1.1966460289394751,4.2049910823091645,0,Least Developed,"The economy of Sierra Leone is $8.39 billion by gross domestic product as of 2025. [ 21 ] Since the end of the Sierra Leone Civil War in 2002, the economy is gradually recovering with a gross domestic product growth rate between 4 and 7%. [ 21 ] In 2024, the IMF ranked it the 149th largest economy in the world by PPP.","Sierra Leone's economy has shown steady growth since the end of the civil war in 2002, with a GDP of $8.39 billion in 2025 and a growth rate ranging between 4 and 7%. The IMF ranked Sierra Leone as the 149th largest economy in the world by PPP in 2024."
Barbados,7.55,2024,25900.0,23270.0,3.0,3.59,6.0,0.485,1.52,63.9,66.02,Barbadian dollar (BBD),https://en.wikipedia.org/wiki/Economy_of_Barbados,-1.0350000000000001,32.12459620397893,0.61993269397237,0.0067597765363128495,1.9412932251235007,0,0,2.145931282948669,10.16203685698089,10.05496322915898,0.3954147722546629,0.9242589015233319,4.2049910823091645,0,Developing (Upper),"Since the island country's independence in 1966, the economy of Barbados has been transformed from a low-income economy dependent upon sugar production into a high-income economy based on tourism and the offshore sector. Barbados went into a deep recession in the 1990s after 3 years of steady decline brought on by fundamental macroeconomic imbalances. [ citation needed ] After a painful re-adjustment process, the economy began to grow again in 1993. Growth rates have averaged between 3%–5% since then. The country's three main economic drivers are: tourism , the international business sector, and foreign direct-investment. These are supported in part by Barbados operating as a service-driven economy and an international business centre .","Barbados has successfully transitioned from a low-income, sugar-dependent economy to a high-income economy driven by tourism, the offshore sector, and foreign direct investment. Following a deep recession in the 1990s due to macroeconomic imbalances, the economy began to grow again in 1993, with growth rates averaging between 3%–5% since then. The country's economic drivers are tourism, the international business sector, and foreign direct investment, supported by its service-driven economy and status as an international business center."
Maldives,7.48,2024,17287.0,34000.0,3.1,3.59,6.0,0.238,2.83,49.15,0.32,Maldivian rufiyaa (MVR),https://en.wikipedia.org/wiki/Economy_of_Maldives,-2.592,41.01604278074866,0.5084411764705883,0.0014455882352941176,1.9412932251235007,0,0,2.1377104498038118,9.757767898186723,10.434145214930487,0.21349717426240436,1.3428648031925547,0.2776317365982795,0,Developed,"In ancient times, Maldives were renowned for cowries , coir rope, dried tuna fish (Maldive fish), ambergris ( maavaharu ) and coco de mer ( tavakkaashi ). Local and foreign trading ships used to load these products in the Maldives and bring them abroad.","Historically, Maldives was known for exporting cowries, coir rope, dried tuna fish, ambergris, and coco de mer. These products were highly sought after by local and foreign trading ships, which loaded them in the Maldives for export."
Burundi,6.74,2024,489.0,1020.0,2.0,3.99,90.0,0.208,1.26,49.15,66.02,Burundian franc (BIF),https://en.wikipedia.org/wiki/Economy_of_Burundi,-1.052,32.12459620397893,0.47941176470588237,0.007171712686024864,1.9412932251235007,0,0,2.046401687601636,6.194405391104672,6.928537818164665,0.1889660995126232,0.8153648132841945,4.2049910823091645,0,Least Developed,"The economy of Burundi is $6.75 billion by gross domestic product as of 2025, being heavily dependent on agriculture , which accounts for 32.9% of gross domestic product as of 2008. Burundi itself is a landlocked country lacking resources, and with almost nonexistent industrialization. Agriculture supports more than 70% of the labor force, the majority of whom are subsistence farmers .","Burundi's economy is valued at $6.75 billion in 2025, with agriculture contributing significantly at 32.9% of GDP in 2008. The country heavily relies on agriculture, which employs over 70% of the labor force, mainly subsistence farmers, due to limited industrialization and resources as a landlocked nation."
Fiji,6.26,2024,5868.0,11685.0,4.0775,3.59,6.0,0.815,2.116,48.9,66.02,Fijian Dollar (FJD),https://en.wikipedia.org/wiki/Economy_of_Fiji,-1.3010000000000002,46.82108626198083,0.5021822849807446,0.004184852374839538,1.9412932251235007,0,0,1.9823798288367047,8.677439540558334,9.366146823114383,0.596085467716814,1.136550128008502,4.2049910823091645,0,Developing (Lower),"The economy of Fiji is one of the most developed among the Pacific islands . Nevertheless, Fiji is a developing country endowed with forest , mineral and fish resources. The country has a large agriculture sector heavily based on subsistence agriculture . Sugar exports and the tourism industry are the main sources of foreign exchange. There are also light manufacturing and mining sectors.","Fiji's economy is relatively advanced compared to other Pacific islands, with key industries including agriculture, sugar exports, tourism, light manufacturing, and mining. The country relies on its natural resources such as forests, minerals, and fish, with a significant portion of the population engaged in subsistence agriculture. Foreign exchange is primarily generated through sugar exports and the tourism sector."
Eswatini,5.48,2024,4610.0,13730.0,4.0775,3.59,6.0,2.049,2.076,49.15,0.7,Swazi lilangeni (SZL),https://en.wikipedia.org/wiki/Economy_of_Eswatini,-0.027000000000000135,75.27372262773721,0.33576110706482154,0.003579752367079388,1.013177159590044,0,0,1.8687205103641833,8.436200032206706,9.527411329321751,1.1148136680061178,1.1236300516433975,0.5306282510621704,3,Developing (Lower),"The economy of Eswatini is fairly diversified . Agriculture , forestry and mining account for about 13 percent of Eswatini 's GDP , whereas manufacturing ( textiles and sugar-related processing) represent 37 percent of GDP. Services, with government services in the lead, constitute the other 50 percent of GDP.","Eswatini's economy is diversified, with agriculture, forestry, and mining contributing 13% to GDP, while manufacturing (textiles and sugar-related processing) make up 37% of GDP. The services sector, led by government services, accounts for the remaining 50% of GDP."
Liberia,5.17,2024,907.0,2010.0,4.0775,3.59,6.0,0.261,1.166,38.3975,66.02,Liberian dollar (LRD),https://en.wikipedia.org/wiki/Economy_of_Liberia,-0.9049999999999999,32.12459620397893,0.45124378109452734,0.007171712686024864,1.9412932251235007,0,0,1.8196988379172965,6.811244378601294,7.606387389772652,0.23190505698278252,0.7728821485787989,4.2049910823091645,0,Least Developed,"The economy of Liberia is extremely underdeveloped, with only $3.222 billion by gross domestic product as of 2019, largely due to the First (1989–1996) and Second Liberian Civil War (1999–2003). Liberia itself is one of the poorest and least developed countries in the world, according to the United Nations .","Liberia's economy remains severely underdeveloped, with a GDP of $3.222 billion in 2019, largely attributed to the impact of the First and Second Liberian Civil Wars. The country is among the poorest and least developed globally, as recognized by the United Nations."
Djibouti,4.59,2024,3.666,6.619,3.1,3.59,6.0,0.155,1.172,49.15,66.02,Djiboutian franc (DJF),https://en.wikipedia.org/wiki/Economy_of_Djibouti,-1.017,32.12459620397893,0.5538600997129476,0.007171712686024864,1.9412932251235007,0,0,1.7209792871670078,1.5403021735992384,2.030645127490873,0.14410034397375684,0.775648402071689,4.2049910823091645,0,Least Developed,"The economy of Djibouti is derived in large part from its strategic location on the Red Sea . Djibouti is mostly barren, with little development in the agricultural and industrial sectors. The country has a harsh climate, a largely unskilled labour force, and limited natural resources. The country's most important economic asset is its strategic location, connecting the Red Sea and the Gulf of Aden . As such, Djibouti's economy is commanded by the services sector, providing services as both a transit port for the region and as an international transshipment and refueling centre .","Djibouti's economy heavily relies on its strategic location on the Red Sea, serving as a transit port and international transshipment center. The country faces challenges due to its barren landscape, limited natural resources, and unskilled labor force. The services sector dominates the economy, driven by its role as a key hub connecting the Red Sea and the Gulf of Aden."
Suriname,4.51,2024,6860.0,22440.0,3.2,3.59,6.0,2.51,1.84,49.15,66.02,Surinamese dollar (SRD),https://en.wikipedia.org/wiki/Economy_of_Suriname,0.6699999999999997,79.94575223049205,0.33373301294282776,0.002190285204991087,0.8899957933786953,0,0,1.706564623164823,8.833608482690892,10.018644921923576,1.2556160374777743,1.0438040521731147,4.2049910823091645,3,Developing (Upper),"The economy of Suriname was largely dependent upon the exports of aluminium oxide and small amounts of aluminium produced from bauxite mined in the country. However, after the departure of Alcoa , the economy depended on the exports of crude oil and gold . Suriname was ranked the 124th safest investment destination in the world in the March 2011 Euromoney Country Risk rankings. [ 13 ]","Suriname's economy heavily relied on exports of aluminium oxide and small amounts of aluminium from bauxite mining, but shifted to crude oil and gold exports after Alcoa's departure. The country was ranked as the 124th safest investment destination globally in the March 2011 Euromoney Country Risk rankings."
Aruba,4.1,2024,41498.0,55056.0,3.1,3.59,6.0,0.313,1.528,49.15,0.53,Aruban florin (AWG),https://en.wikipedia.org/wiki/Economy_of_Aruba,-1.215,44.90243902439025,0.61993269397237,0.001059967567033665,1.9412932251235007,0,0,1.62924053973028,10.633424609542924,10.916124291196926,0.27231459532065916,0.927428476284611,0.4252677354043441,3,Developed,"The economy of Aruba is classified as a high income economy by the World Bank , [ 5 ] with tourism currently providing the largest percentage of the country's income. Because of tourism's rapid growth on the island in the last 80 years, [ 6 ] related industries like construction have also flourished in Aruba . Other primary industries include oil refining and storage, as well as offshore banking . Aloe cultivation, livestock , and fishing also contribute to Aruba's economy . In addition, the country also exports art and collectibles , machinery , electrical equipment , and transport equipment. Aruba's small labor force and low unemployment rate have led to many unfilled job vacancies, despite sharp rises in wage rates in recent years.","Aruba's economy is classified as high income, with tourism being a significant contributor to the country's income. Other key industries include construction, oil refining, offshore banking, aloe cultivation, livestock, and fishing. Despite a small labor force and low unemployment rate, there are many unfilled job vacancies due to sharp rises in wage rates in recent years."
Andorra,4.04,2024,54280.0,64386.0,2.0,3.59,6.0,0.115,1.73,49.15,66.02,Euro (EUR),https://en.wikipedia.org/wiki/Economy_of_Andorra,-1.615,45.66831683168317,0.61993269397237,0.001059967567033665,1.9412932251235007,1,0,1.6174060820832772,10.901929536770998,11.07266702836126,0.10885440491208209,1.0043016091968684,4.2049910823091645,1,Developed,"The economy of Andorra is a developed and free market economy driven by finance, retail, and tourism. [ 6 ] The country's gross domestic product (GDP) was US$6.00 billion in 2024. [ 2 ] Attractive for shoppers from France and Spain as a free port , Andorra also has developed active summer and winter tourist resorts. [ 7 ] With some 270 hotels and 400 restaurants, as well as many shops, the tourist trade employs a growing portion of the domestic labour force. [ 7 ] An estimated 10 million tourists visit annually. [ 8 ]","Andorra's economy is driven by finance, retail, and tourism, with a GDP of US$6.00 billion in 2024. The country's appeal as a free port attracts shoppers from France and Spain, while its tourist resorts employ a significant portion of the labor force, with an estimated 10 million tourists visiting annually."
South Sudan,4.0,2024,252.0,716.0,2.0,3.99,6.0,1.13,3.795,62.7,66.02,South Sudanese pound (SSP),https://en.wikipedia.org/wiki/Economy_of_South_Sudan,-2.665,79.94575223049205,0.35195530726256985,0.007171712686024864,1.9412932251235007,0,0,1.6094379124341003,5.53338948872752,6.57507584059962,0.7561219797213337,1.5675737083354015,4.2049910823091645,0,Least Developed,"South Sudan became the world's newest country and Africa's 55th nation on 9 July 2011. The South Sudanese Civil War , which started in December 2013, undermined economic development achieved since independence, making humanitarian work difficult to conduct within the country. As such, South Sudan is facing economic stagnation and instability in its first 10 years after independence. Moreover, poverty is widespread throughout the country as a result of inter-communal conflict, displacement, and the negative effects of the war in Sudan on the country's oil industry. [ 13 ]","South Sudan, Africa's 55th nation, gained independence on July 9, 2011. However, the South Sudanese Civil War that began in December 2013 has hindered economic progress and humanitarian efforts in the country. Economic stagnation, instability, and widespread poverty persist due to inter-communal conflict, displacement, and the impact of the war on the country's oil industry."
Bhutan,3.42,2024,4300.0,17110.0,4.0775,3.59,6.0,0.345,1.12,63.9,66.02,ngultrum (BTN),https://en.wikipedia.org/wiki/Economy_of_Bhutan,-0.7750000000000001,42.83625730994152,0.33373301294282776,0.006212741087083576,1.9412932251235007,0,0,1.4861396960896067,8.366602832783736,9.747476810531971,0.2963940130538024,0.7514160886839212,4.2049910823091645,0,Developing (Upper),"The economy of Bhutan is based on agriculture and forestry , which provide the main livelihood for more than 60% of the population. Agriculture consists largely of subsistence farming and animal husbandry . Rugged mountains dominate the terrain and make the building of roads and other infrastructure difficult. Bhutan is among the richest by gross domestic product (nominal) per capita in South Asia, at $3,491 as of 2022, but it still places 153rd, and among the poorest in the world. The total gross domestic product is only $2.898 billion, and 178th according to IMF .","Bhutan's economy relies heavily on agriculture and forestry, supporting over 60% of the population through subsistence farming and animal husbandry. The rugged terrain poses challenges for infrastructure development. Despite being one of the richest countries in South Asia by GDP per capita at $3,491, Bhutan ranks 153rd globally and has a total GDP of $2.898 billion, placing it 178th according to the IMF."
Central African Republic,2.93,2024,531.0,1330.0,2.9,3.59,6.0,0.114,0.393,52.9,66.02,Central African CFA franc (CFA),https://en.wikipedia.org/wiki/Economy_of_the_Central_African_Republic,-0.279,32.12459620397893,0.39924812030075185,0.007171712686024864,1.9412932251235007,0,0,1.3686394258811698,6.2766434893416445,7.193685818395112,0.10795714150509228,0.3314596947976687,4.2049910823091645,0,Least Developed,"The economy of the Central African Republic is $2.321 billion by gross domestic product as of 2019, even lower than much smaller countries such as Barbados [ 14 ] [ 15 ] with an estimated annual per capita income of just $529 as measured nominally in 2024.","The Central African Republic's economy is valued at $2.321 billion in GDP for 2019, ranking lower than smaller countries like Barbados. The country has an estimated annual per capita income of $529 in nominal terms for 2024."
Cape Verde,2.79,2024,5420.0,12250.0,4.0775,3.59,6.0,1.0,1.29,49.15,66.02,Cape Verdean escudo (CVE),https://en.wikipedia.org/wiki/Economy_of_Cape_Verde,-0.29000000000000004,79.94575223049205,0.4424489795918367,0.0040122448979591835,1.29,0,0,1.332366019094335,8.598035579260339,9.41336284529417,0.6931471805599453,0.8285518175661483,4.2049910823091645,3,Developing (Lower),"The economy of Cape Verde is a service-oriented economy that is focused on commerce, trade, transport and public services. [ 9 ] Cape Verde is a small archipelagic nation that lacks resources and has experienced severe droughts. Agriculture is made difficult by lack of rain and is restricted to only four islands for most of the year. Cape Verde's economy has been steadily growing since the late 1990s, and it is now officially considered a country of average development, being only the second African country to have achieved such transition, after Botswana in 1994. Cape Verde has significant cooperation with Portugal at every level of the economy, which has led it to link its currency (the Cape Verdean escudo ) first to the Portuguese escudo and, in 1999, to the euro .","Cape Verde's economy is service-oriented, with a focus on commerce, trade, transport, and public services due to limitations in agriculture caused by severe droughts. Despite resource constraints, the economy has shown steady growth since the late 1990s, leading to its classification as a country of average development. The nation has strong economic ties with Portugal, including currency linkage to the euro since 1999."
Gambia,2.77,2024,987.0,3690.0,4.0775,3.59,6.0,0.182,0.251,63.9,66.02,Dalasi (GMD),https://en.wikipedia.org/wiki/Economy_of_The_Gambia,-0.069,32.12459620397893,0.33373301294282776,0.007171712686024864,1.379120879120879,0,0,1.3270750014599193,6.895682697747868,8.213652703029998,0.16720791898390647,0.22394323148477407,4.2049910823091645,0,Least Developed,"The economy of the Gambia is heavily reliant on agriculture. [ 16 ] The Gambia has a mixed economy with a heavy reliance on agriculture, combined with relatively weak centralized economic planning and government regulation. [ 17 ] [ 18 ] Before 2017 the Gambia had a under Yahya Jammeh liberal , market-based economy characterised by traditional subsistence agriculture, a historic reliance on groundnuts ( peanuts ) for export earnings, a re-export trade built up around its ocean port, low import duties, minimal administrative procedures, a fluctuating exchange rate with no exchange controls, and a significant tourism industry . [ 19 ] [ 20 ] The Gambia also has no significant mineral or other natural resources, and has a limited agricultural base. About 75% of the population depends on crops and livestock for its livelihood. Small-scale manufacturing activity features the processing of peanuts, fish, and animal hides.","The Gambia's economy is primarily driven by agriculture, with a historical reliance on groundnuts for export earnings. The country has a mixed economy with limited natural resources, and a significant portion of the population depends on agriculture for their livelihood. Small-scale manufacturing activities include processing peanuts, fish, and animal hides."
Saint Lucia,2.63,2024,12264.0,18435.0,2.2,3.59,6.0,0.185,0.6,49.15,66.02,East Caribbean dollar (XCD),https://en.wikipedia.org/wiki/Economy_of_Saint_Lucia,-0.415,32.12459620397893,0.61993269397237,0.002666124220233252,1.9412932251235007,0,0,1.2892326482767593,9.41450495669259,9.8220605538404,0.1697427745870945,0.4700036292457356,4.2049910823091645,0,Developing (Upper),"Once a single-crop agricultural economy, Saint Lucia has shifted to a tourism and banking serviced-based economy. Tourism , the island's biggest industry and main source of jobs, income and foreign exchange, accounts for 65% of its GDP . Agriculture , which was once the biggest industry, now contributes to less than 3% of GDP, but still accounts for 20% of jobs. The banana industry is now on a decline due to strong competition from low-cost Latin American producers and reduced European trade preferences, but the government has helped revitalize the industry, with 13,734 tonnes exported in 2018. Agricultural crops grown for export are bananas, mangoes, and avocados. The island is considered to have the most diverse and well-developed manufacturing industry in the eastern Caribbean.","Saint Lucia has transitioned from a single-crop agricultural economy to a tourism and banking serviced-based economy. Tourism is the largest industry, contributing 65% to the GDP and being the main source of jobs, income, and foreign exchange. The banana industry, once a major player, is declining due to competition and trade preferences, but the government is working to revitalize it, with 13,734 tonnes exported in 2018."
